gender,isHomeOwner,isMarried,schoolLocation,isGraduateStudent,isGraduatedOrSuspended,incomePercent,totalAsset,carValue,hasCar,isPriority1Eligible,isRecipient,isSingleParentFamily,isParentsHomeless,isApplicantDisabled,isParentsDisabled,subscriptionCount,applied_danji,applied_priority,derived_priority,derived_score,Pass
여성,0,0,서울,0,0,64,92808874,0,0,0,0,0,1,0,0,5,연남공공원룸텔,3,3,2,0
남성,0,0,서울,0,0,104,156976371,0,0,0,0,0,0,0,0,1,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,126,75807017,0,0,0,0,0,1,0,0,3,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,0,23,69509188,0,0,1,1,0,1,0,0,17,연남공공원룸텔,1,1,7,1
남성,0,0,서울,0,0,103,79302042,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),3,4,2,0
남성,0,0,서울,0,0,114,33215400,0,0,0,0,0,1,0,0,17,연남공공원룸텔,3,4,4,0
남성,0,0,서울,0,0,63,196395124,0,0,0,0,0,1,1,0,25,희망하우징(정릉동 1036),2,2,7,1
남성,0,0,서울,0,0,58,110315461,0,0,0,0,0,0,0,0,5,연남공공원룸텔,3,4,0,0
남성,0,0,서울,0,0,122,45506648,0,0,0,0,0,0,0,0,16,희망하우징(정릉동 1036),3,4,2,0
남성,1,0,서울,0,1,33,55926778,0,0,1,0,0,1,0,0,25,희망하우징(정릉동 1036),1,4,5,0
남성,0,0,서울,0,0,57,73781582,0,0,0,0,0,1,0,0,18,희망하우징(정릉동 1036),3,3,4,1
여성,0,0,서울,0,0,35,35113682,0,0,0,0,0,0,0,0,0,연남공공원룸텔,3,3,3,0
여성,0,0,서울,0,0,96,74767783,0,0,0,0,0,0,1,0,24,희망하우징(정릉동 1036),3,3,5,0
여성,0,0,서울,0,0,153,256548551,48117047,1,0,0,0,1,0,0,30,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,65,242378539,0,0,0,0,0,0,0,0,2,연남공공원룸텔,2,2,0,0
남성,0,0,서울,0,0,110,103788630,0,0,0,0,0,1,0,0,7,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,58,62861700,0,0,0,0,0,1,0,0,18,연남공공원룸텔,1,4,4,0
남성,0,0,서울,0,0,111,132753655,0,0,0,0,0,0,0,0,9,연남공공원룸텔,3,4,1,0
남성,0,0,서울,0,0,73,376418270,0,0,0,0,0,0,0,0,25,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,139,61538303,0,0,0,0,0,0,0,0,13,연남공공원룸텔,3,4,2,0
여성,0,0,서울,0,0,100,329885850,34485460,1,0,0,0,0,0,0,24,연남공공원룸텔,2,2,3,0
남성,0,0,서울,0,0,47,16515411,0,0,0,0,0,1,0,0,14,희망하우징(정릉동 1036),1,4,4,0
남성,0,0,서울,0,0,55,49357964,0,0,0,0,0,0,0,0,19,희망하우징(정릉동 1036),3,3,2,1
여성,0,0,서울,0,0,136,67861335,0,0,0,0,0,0,0,0,29,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,41,50531871,0,0,1,1,0,1,0,1,8,희망하우징(정릉동 1036),1,1,7,1
여성,0,0,기타,0,0,43,73474033,0,0,1,1,0,0,0,0,22,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,14,114965051,0,0,0,0,0,0,0,0,20,연남공공원룸텔,3,4,5,0
남성,0,0,서울,0,0,60,54124348,0,0,1,1,1,1,0,0,10,희망하우징(정릉동 1036),1,1,9,1
여성,0,0,서울,0,0,89,287273918,0,0,0,0,0,1,0,0,15,희망하우징(정릉동 1036),2,2,4,0
남성,0,0,서울,0,0,59,57194493,0,0,1,0,1,1,0,0,24,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,56,48835762,0,0,1,1,0,0,0,0,23,희망하우징(정릉동 1036),1,1,5,1
여성,0,0,서울,0,0,153,320604206,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,4,5,0
여성,0,0,서울,0,0,123,242487111,0,0,0,0,0,0,0,0,13,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,114,136901388,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,0,0,35,33516421,0,0,1,0,0,1,0,0,4,연남공공원룸텔,1,1,2,1
남성,0,0,서울,0,1,52,24919279,0,0,0,0,0,1,0,0,29,희망하우징(정릉동 1036),1,4,5,0
남성,0,0,서울,0,0,100,356864735,0,0,0,0,0,1,0,0,3,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,91,386247793,0,0,0,0,0,0,0,0,26,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,122,189765788,0,0,0,0,0,1,0,0,10,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,76,163926695,0,0,0,0,0,0,0,0,30,희망하우징(정릉동 1036),2,2,3,0
여성,0,0,서울,0,0,149,356280124,0,0,0,0,0,0,0,0,4,연남공공원룸텔,2,4,0,0
여성,0,0,기타,0,0,84,233685751,0,0,0,0,0,1,0,0,29,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,62,40106377,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),3,3,3,1
여성,0,0,서울,0,0,154,272605916,34398120,1,0,0,0,1,0,0,10,희망하우징(정릉동 1036),2,4,3,0
여성,1,0,서울,0,0,73,42842037,0,0,0,0,0,1,0,0,7,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,53,50635874,0,0,1,0,1,0,0,0,18,연남공공원룸텔,1,1,5,1
여성,0,0,서울,0,0,26,38855998,0,0,1,0,1,1,0,0,13,희망하우징(정릉동 1036),1,1,7,1
여성,0,0,서울,0,0,79,76116342,0,0,0,0,0,0,0,0,20,연남공공원룸텔,3,3,2,0
남성,0,0,서울,0,0,56,75441939,0,0,0,0,0,1,0,0,5,희망하우징(정릉동 1036),3,4,2,0
여성,0,0,서울,0,0,37,112388349,0,0,0,0,0,0,0,0,15,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,50,91889353,0,0,0,0,0,0,0,0,19,연남공공원룸텔,3,3,5,0
여성,1,0,서울,0,0,48,51341326,0,0,1,0,0,1,0,0,24,희망하우징(정릉동 1036),1,4,5,0
남성,0,0,기타,0,0,66,287401012,0,0,0,0,0,0,0,0,10,희망하우징(정릉동 1036),2,4,1,0
남성,0,0,서울,0,0,130,137781365,5771751,1,0,0,0,1,0,1,22,연남공공원룸텔,3,4,5,0
남성,1,0,서울,0,0,96,302597683,0,0,0,0,0,0,0,0,24,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,21,28853237,0,0,1,0,0,1,0,0,22,희망하우징(정릉동 1036),1,1,4,1
여성,0,0,서울,0,0,130,289063429,0,0,0,0,0,1,0,0,13,희망하우징(정릉동 1036),2,4,4,0
여성,0,0,서울,1,0,44,325594375,43018196,1,0,0,0,0,0,0,2,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,58,110919296,0,0,0,0,0,1,0,0,28,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,45,49435019,0,0,0,0,0,0,0,0,7,연남공공원룸텔,1,4,1,0
여성,0,0,서울,0,0,56,30482267,0,0,1,0,0,0,0,0,3,희망하우징(정릉동 1036),1,1,0,1
남성,0,0,서울,0,0,37,41269891,0,0,1,1,1,1,0,0,4,연남공공원룸텔,1,1,8,1
남성,0,0,서울,0,0,65,260397980,49608805,1,0,0,0,1,0,0,29,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,52,58299387,0,0,0,0,0,1,0,1,0,연남공공원룸텔,1,4,3,0
여성,0,0,서울,0,0,148,311434097,0,0,0,0,0,1,0,0,28,연남공공원룸텔,2,4,5,0
남성,0,0,서울,0,0,106,233622108,0,0,0,0,0,1,0,0,6,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,1,56,58998598,0,0,0,0,0,0,0,0,9,희망하우징(정릉동 1036),3,4,1,0
여성,0,0,서울,0,0,58,368857740,0,0,0,0,0,0,0,0,5,희망하우징(정릉동 1036),2,4,0,0
여성,0,0,기타,0,0,149,386446448,0,0,0,0,0,1,0,0,15,연남공공원룸텔,2,4,4,0
남성,0,0,서울,0,0,149,255380835,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,94,105356389,16213159,1,0,0,0,1,0,1,8,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,120,175779696,22225387,1,0,0,0,0,0,0,7,연남공공원룸텔,2,4,1,0
남성,0,0,서울,0,0,91,392721547,40413307,1,0,0,0,1,0,0,8,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,24,59046143,0,0,1,0,0,1,0,0,3,희망하우징(정릉동 1036),1,1,2,1
여성,0,0,서울,0,0,52,34509818,0,0,0,0,0,0,0,1,6,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,54,40926924,0,0,1,0,0,1,1,0,5,연남공공원룸텔,1,1,4,1
남성,0,0,서울,0,0,118,125198431,0,0,0,0,0,0,1,0,12,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,66,185870926,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,2,5,0
남성,0,0,서울,0,0,27,30380452,0,0,1,1,1,0,0,0,10,연남공공원룸텔,1,4,7,0
남성,0,0,서울,0,0,41,82646617,0,0,0,0,0,1,0,1,29,연남공공원룸텔,3,3,9,0
여성,0,0,서울,0,0,38,40149786,0,0,1,1,1,1,0,0,30,희망하우징(정릉동 1036),1,1,11,1
남성,0,0,서울,0,0,80,131430987,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),3,4,3,0
남성,0,0,서울,0,0,51,60442020,0,0,0,0,0,1,0,0,1,연남공공원룸텔,1,4,2,0
남성,0,0,서울,0,0,110,106407117,0,0,0,0,0,0,0,0,18,연남공공원룸텔,3,4,2,0
여성,0,0,서울,0,0,94,23261275,0,0,0,0,0,1,0,0,28,연남공공원룸텔,3,3,5,0
여성,0,1,서울,0,0,77,113161240,0,0,0,0,0,0,0,0,10,희망하우징(정릉동 1036),3,4,1,0
여성,0,0,서울,0,0,26,22137642,0,0,1,0,0,1,0,0,5,희망하우징(정릉동 1036),1,1,2,1
남성,0,0,서울,0,0,61,323280337,0,0,0,0,0,0,0,0,20,희망하우징(정릉동 1036),2,2,2,1
남성,0,0,서울,0,0,149,291395716,0,0,0,0,0,0,0,0,12,희망하우징(정릉동 1036),2,4,2,0
여성,0,0,기타,0,0,80,13537870,0,0,0,0,0,1,1,0,7,연남공공원룸텔,3,4,5,0
남성,0,0,서울,0,0,46,34972287,0,0,1,0,1,1,0,0,28,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,70,52970439,0,0,0,0,0,0,0,0,26,희망하우징(정릉동 1036),3,3,3,0
남성,1,0,서울,0,0,55,40059912,0,0,1,0,0,1,0,0,19,연남공공원룸텔,1,4,4,0
여성,0,0,서울,0,0,98,73971718,0,0,0,0,0,0,0,0,23,희망하우징(정릉동 1036),3,3,2,0
여성,0,0,서울,0,0,125,51584044,0,0,0,0,0,1,0,0,28,희망하우징(정릉동 1036),3,4,5,0
남성,1,0,서울,1,0,40,113967859,15298701,1,0,0,0,0,0,0,6,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,46,61175972,0,0,1,1,1,1,0,0,3,연남공공원룸텔,1,1,8,1
여성,0,0,서울,0,0,60,20947925,0,0,0,0,0,0,0,0,0,희망하우징(정릉동 1036),1,4,0,0
남성,0,0,기타,0,0,17,117379305,0,0,0,0,0,1,0,1,6,연남공공원룸텔,3,4,7,0
남성,0,0,서울,0,0,122,104807049,0,0,0,0,0,1,0,0,14,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,56,89202730,0,0,0,0,0,1,0,0,19,연남공공원룸텔,3,3,4,0
여성,0,0,서울,0,0,103,28975887,0,0,0,0,0,1,0,0,11,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,110,111592548,0,0,0,0,0,0,0,0,6,연남공공원룸텔,3,4,1,0
여성,0,0,서울,0,0,79,417154807,29273258,1,0,0,0,1,0,0,1,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,43,175344357,35830295,1,0,0,0,0,1,0,26,연남공공원룸텔,2,2,8,1
남성,0,0,서울,0,0,91,19792992,0,0,0,0,0,1,0,0,1,희망하우징(정릉동 1036),3,3,2,1
남성,0,0,서울,0,0,55,62333608,0,0,0,0,0,0,0,0,4,희망하우징(정릉동 1036),3,3,0,1
여성,0,0,서울,0,0,156,296359029,0,0,0,0,0,0,0,0,26,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,68,187862473,0,0,0,0,0,0,0,0,5,연남공공원룸텔,2,2,0,0
남성,0,0,기타,0,0,76,24561556,0,0,0,0,0,0,0,0,2,희망하우징(정릉동 1036),3,4,0,0
남성,0,0,서울,0,0,35,68512034,0,0,1,1,0,1,0,0,19,희망하우징(정릉동 1036),1,1,7,1
남성,0,0,서울,0,0,32,17573659,0,0,1,1,1,0,0,0,2,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,83,84739562,0,0,0,0,0,1,0,0,2,연남공공원룸텔,3,3,2,0
남성,0,0,서울,0,0,11,61165595,0,0,0,0,0,0,0,0,27,희망하우징(정릉동 1036),3,3,6,1
남성,0,0,서울,0,0,109,70353847,0,0,0,0,0,0,0,0,20,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,30,59402605,0,0,1,0,0,1,0,0,1,희망하우징(정릉동 1036),1,4,2,0
여성,0,0,기타,0,0,113,66524541,0,0,0,0,0,1,0,1,14,희망하우징(정릉동 1036),3,4,5,0
여성,0,0,서울,0,0,151,345106890,46789449,1,0,0,0,1,0,0,9,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,33,55323065,0,0,1,0,1,1,0,0,16,연남공공원룸텔,1,1,7,1
남성,0,0,서울,0,1,138,233674383,0,0,0,0,0,1,0,0,10,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,19,100756606,0,0,0,0,0,0,0,1,27,희망하우징(정릉동 1036),3,3,7,1
여성,0,0,서울,0,0,57,69943922,0,0,1,0,0,1,0,0,3,연남공공원룸텔,1,1,2,1
남성,0,0,서울,0,0,35,25214980,0,0,0,0,0,1,0,0,24,연남공공원룸텔,1,4,5,0
남성,0,0,서울,0,1,96,247621207,0,0,0,0,0,0,0,0,11,연남공공원룸텔,2,4,1,0
여성,0,0,서울,0,0,141,255834341,31521717,1,0,0,0,0,0,0,11,희망하우징(정릉동 1036),2,4,1,0
남성,0,0,서울,0,0,16,75714214,0,0,0,0,0,0,0,0,8,희망하우징(정릉동 1036),3,3,4,1
여성,0,0,서울,0,0,56,155732642,11289306,1,0,0,0,0,0,0,12,희망하우징(정릉동 1036),2,2,2,0
여성,0,0,서울,1,0,43,136554735,0,0,0,0,0,0,0,0,2,연남공공원룸텔,3,4,3,0
남성,0,0,서울,0,0,72,19987762,0,0,0,0,0,0,0,0,2,희망하우징(정릉동 1036),3,3,0,1
남성,0,0,서울,0,0,127,94691777,0,0,0,0,0,1,0,0,22,연남공공원룸텔,3,4,4,0
남성,1,0,서울,0,0,63,16710702,0,0,0,0,0,0,0,0,26,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,139,10847369,0,0,0,0,0,1,0,0,18,연남공공원룸텔,3,4,4,0
남성,0,0,서울,0,0,85,90739206,0,0,0,0,0,1,0,0,11,연남공공원룸텔,3,3,3,0
남성,0,0,서울,0,0,25,93194239,0,0,0,0,0,1,0,0,14,연남공공원룸텔,3,3,7,0
남성,0,0,서울,0,0,73,321296169,0,0,0,0,0,1,0,0,24,연남공공원룸텔,2,2,5,1
여성,1,0,서울,0,0,128,53535905,0,0,0,0,0,1,1,0,28,희망하우징(정릉동 1036),3,4,7,0
여성,0,0,서울,0,0,60,30049971,0,0,0,0,0,0,0,0,21,희망하우징(정릉동 1036),1,4,2,0
남성,1,0,서울,0,0,137,62644474,0,0,0,0,0,1,0,0,6,연남공공원룸텔,3,4,3,0
여성,0,0,서울,0,0,81,405926499,0,0,0,0,0,0,0,0,6,희망하우징(정릉동 1036),2,4,1,0
여성,1,0,서울,0,0,41,60110818,0,0,1,0,0,1,0,0,15,희망하우징(정릉동 1036),1,4,4,0
남성,0,0,기타,0,0,121,405651315,47245134,1,0,0,0,0,0,0,28,연남공공원룸텔,2,4,3,0
여성,0,0,서울,0,0,130,129528544,0,0,0,0,0,1,0,0,19,연남공공원룸텔,3,4,4,0
남성,0,0,서울,1,0,59,116204015,0,0,0,0,0,1,0,0,15,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,0,0,134,52166952,0,0,0,0,0,1,0,0,30,연남공공원룸텔,3,4,5,0
여성,0,0,서울,0,0,12,50020641,0,0,0,0,0,0,0,0,24,연남공공원룸텔,3,3,6,0
남성,0,0,서울,0,0,137,318624183,0,0,0,0,0,0,0,0,14,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,90,121642888,0,0,0,0,0,1,0,0,12,희망하우징(정릉동 1036),3,4,4,0
여성,0,0,서울,0,0,24,107009442,0,0,0,0,0,0,0,0,4,연남공공원룸텔,3,4,3,0
남성,0,0,기타,0,0,136,63762236,0,0,0,0,0,1,0,0,4,연남공공원룸텔,3,4,2,0
남성,0,0,서울,0,0,43,178176651,0,0,0,0,0,1,0,0,24,연남공공원룸텔,2,2,8,1
남성,0,0,서울,0,0,55,19121643,0,0,1,1,1,0,0,0,18,연남공공원룸텔,1,1,8,1
남성,0,0,서울,0,0,108,153945969,28885585,1,0,0,0,0,0,0,26,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,123,367803602,0,0,0,0,0,0,0,0,29,연남공공원룸텔,2,4,3,0
남성,0,0,서울,0,0,128,17297089,0,0,0,0,0,0,0,0,6,연남공공원룸텔,3,4,1,0
여성,0,0,서울,0,0,58,32180457,0,0,1,1,1,1,0,0,25,연남공공원룸텔,1,1,11,1
남성,0,0,서울,0,0,10,50727906,0,0,0,0,0,1,1,0,11,연남공공원룸텔,3,3,8,0
남성,0,0,서울,0,0,55,312161921,0,0,0,0,0,1,0,1,29,연남공공원룸텔,2,2,6,1
남성,0,0,서울,0,0,32,107282221,0,0,0,0,0,1,0,0,8,연남공공원룸텔,3,4,6,0
여성,0,0,서울,0,0,31,11780943,0,0,1,1,1,1,0,0,24,연남공공원룸텔,1,1,11,1
여성,0,0,서울,0,0,124,118763863,0,0,0,0,0,1,0,0,13,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,서울,0,0,51,60099110,0,0,0,0,0,0,0,0,23,희망하우징(정릉동 1036),3,3,2,1
여성,0,0,기타,0,0,54,64737449,0,0,0,0,0,0,0,0,28,희망하우징(정릉동 1036),1,4,3,0
여성,0,0,서울,0,0,157,227873391,0,0,0,0,0,1,0,0,25,연남공공원룸텔,2,4,5,0
남성,0,0,서울,1,0,11,44187558,16150757,1,0,0,0,1,0,0,25,연남공공원룸텔,3,4,8,0
여성,0,0,서울,0,0,46,24284340,0,0,1,0,0,0,0,0,22,희망하우징(정릉동 1036),1,1,2,1
남성,0,0,서울,0,0,87,120760758,0,0,0,0,0,1,1,0,0,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,45,11418473,0,0,0,0,0,1,0,0,6,연남공공원룸텔,1,4,3,0
여성,0,0,서울,0,0,91,57177123,0,0,0,0,0,1,0,0,17,희망하우징(정릉동 1036),3,3,4,0
여성,0,0,기타,0,1,134,111877895,0,0,0,0,0,1,0,0,23,연남공공원룸텔,3,4,4,0
여성,0,0,기타,0,0,149,392235613,0,0,0,0,0,1,0,0,27,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,53,75914192,0,0,1,1,0,0,0,0,1,연남공공원룸텔,1,1,3,1
여성,0,0,서울,0,0,139,244828369,12944379,1,0,0,0,0,0,0,18,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,0,16,68800423,0,0,0,0,0,1,0,0,28,희망하우징(정릉동 1036),3,3,8,1
남성,0,0,서울,0,0,125,342007903,0,0,0,0,0,1,0,1,4,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,57,65466250,0,0,1,0,1,0,0,0,9,연남공공원룸텔,1,1,4,1
여성,0,0,서울,0,0,40,42705658,0,0,1,0,1,1,0,0,15,연남공공원룸텔,1,1,7,1
여성,0,0,서울,0,0,24,74114251,0,0,1,0,1,1,1,0,7,희망하우징(정릉동 1036),1,1,8,1
여성,0,0,서울,0,0,45,70374937,0,0,1,0,0,1,0,0,4,희망하우징(정릉동 1036),1,1,2,1
여성,0,0,서울,0,0,17,66011264,0,0,0,0,0,0,0,0,20,희망하우징(정릉동 1036),3,3,5,0
여성,0,0,서울,0,0,81,315432402,41535252,1,0,0,0,1,0,0,22,연남공공원룸텔,2,2,4,0
여성,0,0,서울,0,0,74,295626879,49891778,1,0,0,0,1,0,1,29,연남공공원룸텔,2,4,6,0
남성,1,0,서울,0,0,125,251121129,19346766,1,0,0,0,1,0,0,21,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,31,76700263,0,0,1,0,0,0,0,0,29,희망하우징(정릉동 1036),1,1,3,1
여성,0,0,서울,0,0,51,71036929,0,0,1,0,0,1,0,0,16,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,기타,0,0,55,225015558,0,0,0,0,0,0,0,0,27,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,56,18036942,0,0,0,0,0,0,0,0,8,연남공공원룸텔,1,4,1,0
여성,0,0,서울,0,0,34,33064287,0,0,1,0,0,1,0,0,19,희망하우징(정릉동 1036),1,1,4,1
남성,0,0,기타,0,0,49,32232167,0,0,1,0,1,1,0,0,0,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,131,388442127,0,0,0,0,0,1,0,0,12,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,58,37577660,0,0,1,1,1,0,0,0,22,연남공공원룸텔,1,1,8,1
남성,0,0,서울,0,0,116,402175258,47803034,1,0,0,0,0,0,0,25,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,75,56738646,0,0,0,0,0,0,1,0,5,연남공공원룸텔,3,3,2,0
남성,1,0,서울,0,0,36,20637474,0,0,1,1,0,1,0,0,4,연남공공원룸텔,1,4,5,0
여성,0,0,서울,0,0,38,73115666,0,0,1,0,1,1,0,0,25,희망하우징(정릉동 1036),1,1,8,1
남성,0,0,서울,0,0,29,35072772,0,0,1,0,1,0,0,0,24,연남공공원룸텔,1,1,6,1
남성,0,0,서울,0,0,104,87022789,0,0,0,0,0,1,0,0,22,희망하우징(정릉동 1036),3,4,4,0
남성,0,0,기타,0,0,135,100935921,0,0,0,0,0,1,0,0,14,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,0,116,347300739,17753502,1,0,0,0,1,0,0,11,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,141,225078775,0,0,0,0,0,0,0,0,7,연남공공원룸텔,2,4,1,0
남성,0,0,서울,0,0,71,228134832,16797110,1,0,0,0,0,0,0,12,희망하우징(정릉동 1036),2,4,2,0
남성,0,0,서울,0,1,27,57309391,0,0,0,0,0,0,0,0,3,희망하우징(정릉동 1036),3,4,3,0
여성,0,0,서울,0,0,38,59387766,0,0,1,0,0,0,0,0,14,연남공공원룸텔,1,1,2,1
남성,0,0,서울,0,0,106,54312259,0,0,0,0,0,1,0,0,4,희망하우징(정릉동 1036),3,4,2,0
남성,0,0,서울,0,0,59,66047853,0,0,0,0,0,1,0,0,29,연남공공원룸텔,3,3,5,0
남성,0,0,서울,0,0,27,20733328,0,0,1,1,1,1,0,0,23,연남공공원룸텔,1,1,10,1
여성,0,0,서울,0,0,59,299767986,26461572,1,0,0,0,0,0,0,10,희망하우징(정릉동 1036),2,2,1,0
여성,1,0,서울,0,0,67,123345286,0,0,0,0,0,1,0,1,29,희망하우징(정릉동 1036),3,4,6,0
여성,0,0,서울,0,0,158,185605599,13818698,1,0,0,0,1,0,0,15,연남공공원룸텔,2,4,4,0
여성,0,0,서울,0,0,91,380911201,29224514,1,0,0,0,0,0,0,19,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,29,16893126,0,0,0,0,0,0,0,0,26,희망하우징(정릉동 1036),1,4,3,0
여성,0,0,서울,0,0,20,92458452,0,0,0,0,0,1,0,0,26,희망하우징(정릉동 1036),3,3,8,0
남성,0,0,서울,0,0,117,289576893,0,0,0,0,0,1,0,0,7,희망하우징(정릉동 1036),2,4,3,0
남성,0,0,서울,0,0,77,365335717,0,0,0,0,0,1,0,0,21,희망하우징(정릉동 1036),2,4,4,0
남성,0,0,서울,0,0,28,30042306,0,0,0,0,0,1,0,0,10,희망하우징(정릉동 1036),1,4,3,0
여성,0,0,서울,0,0,130,262620417,12270704,1,0,0,0,0,0,0,1,연남공공원룸텔,2,4,0,0
여성,0,0,서울,0,0,57,325507494,38343321,1,0,0,0,1,1,0,27,연남공공원룸텔,2,2,7,0
남성,1,0,서울,1,0,37,37146258,0,0,1,1,1,1,0,0,20,연남공공원룸텔,1,4,10,0
여성,0,0,서울,0,0,95,101315797,0,0,0,0,0,1,0,0,28,희망하우징(정릉동 1036),3,3,5,0
여성,0,0,서울,0,0,21,48183020,0,0,0,0,0,1,0,0,15,연남공공원룸텔,3,3,7,0
여성,0,0,서울,0,0,19,119620486,0,0,0,0,0,1,0,0,16,희망하우징(정릉동 1036),3,4,7,0
남성,1,0,서울,0,0,21,77343991,0,0,1,1,1,1,0,0,25,연남공공원룸텔,1,4,11,0
남성,1,0,서울,0,0,89,326409011,0,0,0,0,0,1,0,0,10,희망하우징(정릉동 1036),2,4,3,0
여성,0,0,서울,0,0,33,31999265,0,0,1,1,1,0,0,0,17,연남공공원룸텔,1,1,8,1
남성,0,0,서울,0,0,31,25216365,0,0,0,0,0,1,0,0,26,연남공공원룸텔,1,4,5,0
남성,0,0,서울,0,0,64,284365858,15799829,1,0,0,0,1,0,0,16,희망하우징(정릉동 1036),2,2,4,1
여성,0,0,서울,0,0,113,38502474,0,0,0,0,0,1,0,0,22,연남공공원룸텔,3,4,4,0
남성,1,0,서울,0,0,20,14882771,0,0,0,0,0,0,0,1,29,연남공공원룸텔,3,4,7,0
여성,0,0,서울,0,0,106,212542180,0,0,0,0,0,1,0,0,24,희망하우징(정릉동 1036),2,4,5,0
남성,0,0,서울,0,0,19,125246980,0,0,0,0,0,1,0,1,22,희망하우징(정릉동 1036),3,4,8,0
여성,0,0,기타,1,0,21,13509495,0,0,1,1,1,1,0,0,27,희망하우징(정릉동 1036),1,4,11,0
남성,0,1,서울,0,0,114,192326294,0,0,0,0,0,0,0,0,17,연남공공원룸텔,2,4,2,0
여성,0,0,서울,0,0,33,98301509,0,0,0,0,0,1,0,0,30,연남공공원룸텔,3,3,8,0
남성,0,0,서울,0,0,154,282916229,0,0,0,0,0,0,0,0,27,연남공공원룸텔,2,4,3,0
남성,0,0,서울,1,0,92,152838163,0,0,0,0,0,1,0,0,26,연남공공원룸텔,2,4,5,0
여성,0,0,서울,0,0,44,64293834,11904546,1,0,0,0,1,0,0,27,연남공공원룸텔,3,4,8,0
여성,0,0,기타,0,0,56,248976408,48936839,1,0,0,0,0,0,0,1,연남공공원룸텔,2,4,0,0
남성,0,0,서울,1,0,10,97490228,0,0,0,0,0,0,0,0,10,연남공공원룸텔,3,4,4,0
여성,0,0,서울,0,1,48,37051440,0,0,1,0,0,1,0,0,6,연남공공원룸텔,1,4,3,0
